mag,ra,dec
8.44,12.681615,-70.420485
7.16,12.681705,8.829367
7.82,12.682059,27.139119
11.22,12.682559,-40.861965
11.14,12.683181,-10.442013
7.7,12.683271,-31.737867
9.85,12.68364,-4.756444
9.41,12.683982,18.115033
9.34,12.683994,-34.9641
11.51,12.684054,68.508543
8.91,12.684157,-58.253773
9.37,12.684339,-0.620503
9.26,12.684577,68.516059
7.91,12.685133,15.376664
6.94,12.68549,30.437122
7.7,12.685806,-9.245538
8.76,12.686001,-9.823091
6.72,12.686024,-44.101185
9.11,12.686323,-58.316494
9.34,12.686802,-47.660542
6.64,12.687146,-27.908189
10.61,12.68761,49.724025
5.17,12.687765,-13.013901
8.08,12.687887,58.962017
8.55,12.688333,-33.444364
9.34,12.689077,50.415965
8.56,12.689632,21.830466
9.91,12.689727,37.016755
5.84,12.689723,-46.145581
7.85,12.690126,19.07484
9.06,12.690319,50.244567
9.96,12.690331,-53.552988
8.32,12.690368,38.389024
8.57,12.690562,-3.994081
9.32,12.690572,-15.455369
9.61,12.690708,-51.112039
11.69,12.690708,21.613858
7.6,12.690824,40.579332
6.89,12.691336,49.290545
9.23,12.691345,-47.623204
7.86,12.691419,-56.304569
9.64,12.691643,66.861172
7.91,12.691869,-20.616771
9.4,12.691936,-58.923441
2.2,12.691971,-48.959888
8.92,12.692146,-54.517651
8.23,12.692569,-50.182913
8.34,12.692719,-66.97015
6.02,12.692759,62.713039
6.22,12.692887,10.42627
10.08,12.693223,19.451195
9.07,12.693632,19.851282
9.11,12.693801,-56.633414
2.74,12.694345,-1.449375
9.3,12.694514,46.416227
8.23,12.694756,-39.732261
9.85,12.695013,11.760262
9.44,12.695296,47.859254
8.27,12.695685,55.724674
11.91,12.696348,43.040655
8.98,12.696507,-55.910961
8.71,12.696631,-6.414041
6.97,12.696772,9.886065
6.02,12.697056,-19.759092
8.2,12.697128,5.868003
8.83,12.697216,-2.750449
9.72,12.697233,43.952334
9.78,12.697263,7.396953
10.18,12.697278,29.719839
10.54,12.697509,26.829839
11.85,12.69772,17.522153
7.37,12.697943,-64.728728
4.88,12.698071,10.235625
9.15,12.698101,35.049317
8.03,12.698159,75.356249
8.48,12.698589,-21.793629
9.04,12.698624,-32.453524
7.84,12.698842,-47.606105
4.91,12.699051,-59.685819
8.77,12.699078,-22.727984
5.57,12.699199,6.806617
6.81,12.699358,-7.500299
8.94,12.699697,5.41667
8.06,12.699885,-5.220857
10.89,12.700104,52.716344
8.83,12.700161,9.003047
9.25,12.700151,72.964034
8.51,12.700583,-37.943464
8.81,12.700658,14.159377
8.14,12.700826,0.495248
11.22,12.701023,-62.947242
9.03,12.701272,32.862982
11.85,12.70129,31.101568
6.31,12.701398,-69.407554
6.58,12.701805,-54.760859
8.72,12.702142,-56.443534
8.72,12.702466,-31.819633
9.4,12.702787,-21.967593
9.28,12.702984,26.360985
9.63,12.703929,14.519552
9.65,12.704126,46.037072
7.01,12.704134,45.877045
7.91,12.704429,8.04217
7.74,12.704505,4.292608
7.82,12.704897,-15.083665
8.01,12.704907,-0.307962
8.7,12.704917,-52.129955
6.64,12.704933,33.68858
9.28,12.705394,-51.949266
9.72,12.705489,-62.993811
8.44,12.705495,-39.936297
9.48,12.705772,-43.479632
10.68,12.706573,-62.995367
7.71,12.706828,-15.237866
7.19,12.707563,-61.018509
11.69,12.707889,41.996458
9.79,12.707885,-51.811217
8.5,12.708106,1.329086
9.57,12.708173,35.949489
9.23,12.708678,-76.283417
7.3,12.708782,56.998793
8.16,12.708934,-37.902784
8.75,12.709157,58.00869
9.46,12.709279,-70.194338
4.66,12.709858,-48.813109
7.73,12.709961,-5.468234
9.32,12.709973,29.162469
10.09,12.71076,20.724162
8.04,12.710813,2.576682
7.48,12.710841,28.359744
8.62,12.711014,33.814232
9.05,12.711154,18.773367
10.44,12.711271,-28.14146
9.5,12.713007,-46.244097
11.27,12.713089,2.744507
8.08,12.713316,-58.478884
8.66,12.713659,-15.464147
7.57,12.713741,-66.457734
6.06,12.713827,-55.947001
5.27,12.713965,-63.058624
8.37,12.714079,-39.502339
8.74,12.714099,-69.989396
9.49,12.714237,-25.670942
9.07,12.714553,20.354448
8.74,12.715242,-50.816689
8.36,12.715378,5.266412
8.8,12.71541,25.909707
7.64,12.715432,-13.631019
9.06,12.715579,-2.251099
8.51,12.715955,-34.296012
11.87,12.716422,44.901635
7.83,12.716479,-4.04933
9.49,12.717034,49.233486
10.83,12.71711,21.290509
9.17,12.717348,11.783179
7.76,12.717633,-61.148871
10,12.717734,16.234146
9.3,12.717761,12.47245
6.39,12.717822,61.155421
9.56,12.717857,38.85582
8,12.717964,24.299943
8.33,12.718022,-23.841971
9.17,12.718115,-30.248797
8.67,12.718156,-77.351057
8.42,12.718293,-36.46154
8.59,12.718641,-65.673111
8.79,12.718738,69.945056
8.72,12.718762,-69.545694
10.48,12.718901,-50.470145
9.66,12.719139,-5.740228
5.99,12.719221,-56.176224
9.55,12.719667,48.418818
9.15,12.719956,-81.497929
9.16,12.720162,-30.246416
6.8,12.720301,-24.990514
8.88,12.720322,-27.37264
8.49,12.720365,-36.011138
9.14,12.720419,24.609645
8.96,12.720444,-82.042455
8.57,12.720795,-54.410142
10.09,12.720846,17.124432
10.21,12.720944,-55.27745
7.43,12.721085,10.100685
10.13,12.721443,-54.528014
7.64,12.721646,65.946394
6.68,12.7218,26.126591
9.67,12.721904,26.419709
10.5,12.722338,24.755688
8.86,12.722332,15.379073
9.59,12.72277,30.797949
9.38,12.722893,17.828487
9.13,12.723391,39.639153
8.46,12.723938,67.765774
6.43,12.723961,-40.177849
8.84,12.724277,-28.816791
9.33,12.724424,-26.483229
6.41,12.724544,-58.902742
9.05,12.724843,-49.655968
7.15,12.725103,-41.321786
8.37,12.72516,-53.303384
8.94,12.725182,-48.440327
8.1,12.725467,-18.869702
7.5,12.725571,-26.301516
8.43,12.725586,2.621153
9.13,12.725577,-31.385883
8.91,12.725628,-52.716148
8.39,12.72564,79.595469
9.84,12.725804,-29.441178
7.09,12.725838,-13.859562
7.81,12.726038,41.261559
8.91,12.726264,-45.032154
8.78,12.726271,-72.447671
8.67,12.726951,2.163364
7.88,12.727,58.869667
7.62,12.727192,25.680131
5.91,12.727236,-1.576996
9.18,12.727285,35.310488
7.87,12.727897,-35.414023
8.96,12.728422,63.88125
7.53,12.728561,-37.708147
9.91,12.728687,-44.675433
6.61,12.729915,-12.014223
7.93,12.729932,-71.037837
9.04,12.729918,15.714362
8.22,12.729957,7.558537
7.72,12.730164,-9.76863
8.27,12.730248,-28.702362
10.82,12.730834,-63.087441
8.77,12.730884,15.112273
8.56,12.731015,-67.580742
9.47,12.731192,-32.051393
10.34,12.731217,-51.04431
7.57,12.73131,-18.284605
9.11,12.731381,53.808347
8.12,12.731484,72.070622
8.58,12.731516,-25.041478
8.78,12.73178,34.343717
6.96,12.732204,-13.141922
8.94,12.732412,61.093197
8.29,12.732881,-35.123107
6.38,12.732963,-36.349153
8.68,12.733159,27.324906
7.94,12.733292,21.173015
5.46,12.733481,-28.323957
9.29,12.733581,-82.734346
8.64,12.733704,10.921317
8.62,12.733874,-53.505718
11.7,12.734549,-45.02203
8.22,12.734745,-54.035177
8.62,12.735004,-51.129526
8.57,12.73551,-64.211533
9.79,12.7357,30.151613
7.09,12.735787,35.768734
6.76,12.736438,-2.842561
9.33,12.736958,-47.328353
9.18,12.737277,-7.858731
8.69,12.737319,-37.237111
7.01,12.737411,51.759302
10.24,12.737704,-50.689882
8.17,12.73777,3.351036
8.68,12.738023,36.483517
8.38,12.73808,-61.394634
10.54,12.73837,23.00168
8.75,12.738459,-42.790136
9.34,12.738491,65.664221
11.32,12.738615,-7.483613
9.02,12.738682,-61.5252
8.05,12.738901,-42.079826
8.64,12.738916,6.854713
10.5,12.738955,-8.671344
8.03,12.739032,27.982012
9.52,12.739261,38.417095
10.62,12.739555,-3.001852
7.59,12.739618,21.993493
9.99,12.739644,40.136632
8.55,12.740073,74.997849
8.67,12.740113,-11.318791
8.89,12.740304,7.997247
8.52,12.740344,-1.489598
8.78,12.740382,-38.655267
7.88,12.740384,0.536754
9.92,12.740423,-64.055272
6.33,12.740533,80.621024
8.9,12.740725,-54.346704
6.34,12.740863,44.103004
8.4,12.741061,-10.081317
8.18,12.741366,-18.501036
8.01,12.741417,58.690931
8.84,12.742679,13.348578
6.96,12.742701,43.126602
8.3,12.743017,3.53181
6.64,12.743049,-57.286924
8.56,12.743236,-26.905044
12.44,12.7436,33.345621
8.1,12.743849,-50.03315
9.15,12.744097,-23.251091
9.7,12.744447,41.526982
9.05,12.744528,-2.707779
7.4,12.744633,-54.085388
8.86,12.744636,-48.287431
8.55,12.745188,17.700491
7.22,12.745234,-17.778294
9.01,12.74538,-6.172947
8.31,12.74561,28.857699
10.81,12.746824,25.497819
8.65,12.746897,-64.964373
8.28,12.746952,35.642969
9.54,12.747312,-52.758885
7.89,12.747614,-52.755824
9.13,12.747976,44.902511
9.04,12.748016,13.489354
7.75,12.748365,33.083085
9.53,12.748437,44.156279
9.55,12.748582,43.427905
8.48,12.748728,58.367451
8.95,12.748729,-52.973392
8.82,12.749021,-62.214249
8.48,12.74928,-65.319266
7.6,12.749907,-8.532003
5.95,12.749852,39.278916
7.55,12.750015,79.92362
7.35,12.750131,-69.029962
9.97,12.750452,48.259
6.16,12.750573,-68.830751
8.35,12.75057,-16.043351
7.44,12.750925,27.393389
9.45,12.751008,52.369288
8.68,12.751076,64.627848
7.78,12.751071,23.593689
8.16,12.751198,-10.999426
8.91,12.751342,27.747274
7.24,12.751663,-60.075753
9.78,12.751984,54.883262
8.85,12.752023,51.725531
8.88,12.75216,-14.898076
5.42,12.752174,45.440256
8.7,12.752837,-56.329148
8.42,12.752925,-51.838307
10.52,12.752975,-47.279999
7.59,12.753915,-62.217658
7.82,12.754031,-57.358
8.23,12.754077,-46.934727
9.71,12.754122,18.286698
11.06,12.75418,6.236234
6.78,12.75455,-28.766039
8.2,12.754759,-3.883726
7.29,12.75482,-3.88807
9.14,12.755349,1.055861
8.48,12.755635,-29.781879
8.58,12.755861,3.524489
10.65,12.75587,0.12607
9.5,12.756462,4.359959
6.64,12.75653,-48.170473
8.23,12.756595,-73.797027
8.82,12.756606,-41.365736
10.05,12.756645,53.095829
8.87,12.756621,-83.657405
9.19,12.756785,66.115469
8.18,12.757045,29.775984
7.11,12.757229,-71.711316
7.22,12.757269,14.373599
8.57,12.757336,-5.126624
7.72,12.757357,14.363564
8.14,12.757423,13.412494
9.36,12.757664,-45.862716
10.35,12.757702,50.542861
7.64,12.757746,-37.449246
8.86,12.757863,-8.682963
8.45,12.758275,30.197858
9.24,12.758421,11.903209
8.55,12.758487,-15.508328
9.54,12.758521,53.389898
7.18,12.758897,-4.810942
9.42,12.758933,28.817995
9.05,12.759001,-27.311026
8.11,12.75904,-53.861681
7.56,12.759111,-20.145711
9.09,12.759297,0.986822
8.46,12.760283,61.881852
5.22,12.760294,7.673326
4.69,12.76055,-60.981318
8.7,12.760596,39.794726
9.72,12.760806,-62.189597
8.27,12.760895,-37.820763
10.26,12.76135,42.717993
9.07,12.761423,38.358246
8.6,12.761717,-24.535979
10.53,12.76185,-47.378272
8.73,12.761851,72.836987
7.13,12.76186,-50.179872
7.49,12.762199,33.541304
8.72,12.763098,-12.220762
9.83,12.763216,22.040487
9.4,12.763389,23.233168
9.3,12.76394,-30.81067
7.82,12.764139,-45.845521
10.7,12.764324,33.387223
7.89,12.764595,-58.498965
6.91,12.764605,-21.768266
8.48,12.76463,-79.462277
7.99,12.764856,-22.630376
8.4,12.764885,-75.184256
9.05,12.764979,-45.69245
9.03,12.764989,-60.551516
9.25,12.765015,-51.450877
9.26,12.765126,24.620711
8.32,12.765362,13.583121
8.97,12.765364,-53.616648
10.13,12.765617,24.724685
9.38,12.766078,15.770528
8.22,12.76626,-20.075262
9.15,12.766762,-40.040747
8.11,12.766839,-15.536122
9.01,12.766901,49.82307
8.05,12.766992,-9.313414
9.04,12.767033,29.600016
9.21,12.767062,10.56565
8.48,12.767308,2.593014
9.8,12.767591,17.25582
8.19,12.767941,-31.763183
8.37,12.767955,-57.217004
6.65,12.76819,-54.612206
10.34,12.768191,45.993216
8.96,12.768328,-42.072911
9.48,12.768358,28.987561
8.56,12.770431,-14.183856
8.29,12.770574,-43.998521
8.15,12.770618,57.678414
7.95,12.770784,2.464297
8.93,12.771098,56.718662
9.39,12.771166,5.531057
8.55,12.771195,-49.311989
3.04,12.771346,-68.108119
11.78,12.771778,-41.763353
8.25,12.772183,-60.838747
5.65,12.772928,9.539684
8.39,12.772939,-48.611619
4.62,12.772981,-56.488815
9.58,12.773039,34.851813
7.29,12.773038,-18.219851
8.15,12.773203,-58.574991
8.34,12.773364,2.32784
10.42,12.773665,48.859375
8.79,12.773926,-57.950447
10.45,12.774054,21.573446
8.87,12.774122,53.800711
11.22,12.774318,40.901947
9.04,12.774302,-20.847938
10.09,12.774484,36.77697
9.16,12.774647,-64.917667
9.64,12.774667,26.344502
8.44,12.774712,16.521428
8.7,12.774735,-66.817329
7.95,12.775067,-15.440543
8.57,12.775202,21.052566
6.87,12.775235,-11.81244
9.34,12.775345,-52.282454
9.39,12.775438,-4.019197
8.29,12.775662,-0.821545
6.83,12.775751,24.14505
8.66,12.776162,11.378497
9.02,12.7764,-22.706146
9.02,12.776523,-40.324981
8.56,12.776753,12.964015
9.01,12.776788,-16.531501
7.85,12.777079,47.372291
5.12,12.777433,16.577691
9.16,12.777664,36.848465
10.57,12.778165,-25.816253
11.47,12.778686,-62.57977
5.87,12.779508,-33.315483
9.11,12.779965,62.482834
9.53,12.780038,-78.576655
8.04,12.780115,51.636713
7.91,12.780124,43.151862
8.8,12.780955,-28.985372
11.8,12.78111,-37.170349
9.52,12.781073,22.488111
7.69,12.781171,-40.300292
8.8,12.782342,-19.935667
8.78,12.782747,-51.205815
7.69,12.783067,-7.799807
9.54,12.783212,16.492067
8.05,12.783612,-60.407396
11.71,12.783666,46.62594
6.89,12.783941,9.063963
6.31,12.783974,5.950373
9.27,12.784006,-38.807837
7.41,12.784307,-22.129414
9.04,12.784327,81.703507
10.79,12.784348,-2.085354
7.84,12.784359,-43.264473
10.31,12.784557,-40.193893
7.64,12.785097,-9.214467
8.38,12.785204,22.616827
8.89,12.785279,77.818096
7.74,12.785481,32.567723
12.53,12.785999,-49.47227
6.66,12.786273,15.591674
8.63,12.786286,-54.582711
9.52,12.786446,-49.474406
8.76,12.786553,-61.223493
9.27,12.786872,-25.992913
10.18,12.78699,51.06446
6.11,12.787123,11.958088
8.65,12.787317,-11.475305
9.94,12.787373,-55.5733
8.46,12.787453,7.007937
10.05,12.787869,33.943931
7.34,12.788321,-12.278937
11.98,12.788448,4.144822
9.88,12.788488,-63.549594
5.88,12.788594,62.781155
8.52,12.788632,-66.237451
8.41,12.788847,6.861098
7.66,12.788862,52.861854
9.86,12.78892,31.213614
9.61,12.789134,-30.212623
7.23,12.789167,-19.004459
8.81,12.7896,16.826373
8.82,12.789749,-39.481805
11.5,12.790355,8.270837
9.4,12.790583,-43.731196
7.99,12.790735,-21.464082
7.78,12.79088,-38.82197
9.73,12.791284,-54.94239
8.96,12.791701,-57.44113
9.2,12.791816,0.438779
9.26,12.791992,-10.249871
8.93,12.792204,-5.890696
9.52,12.792248,-48.653081
6.27,12.792618,-6.301752
7.42,12.792814,-4.681266
5.43,12.792873,66.790304
11.05,12.793051,28.198906
9.02,12.793261,32.843788
8.68,12.793442,-71.683455
9.28,12.794089,-58.415728
6.95,12.794228,-58.29757
7.56,12.79429,-73.812689
9.89,12.794519,25.087444
8.02,12.794953,-58.43217
8.15,12.795001,-29.795088
7.66,12.795292,-12.580006
1.25,12.795359,-59.688764
9.7,12.795848,-38.065638
8.4,12.796207,-57.044513
6.82,12.796755,50.156951
7.25,12.796898,29.532156
7.73,12.7969,19.024303
9.9,12.796997,45.645546
8.07,12.797512,21.636618
8.05,12.797544,13.423897
6.42,12.797614,3.572716
9.63,12.797629,1.182225
9.52,12.797744,-51.443929
8.16,12.798056,22.719776
6.81,12.798145,-25.01535
6.43,12.798236,-24.851659
8.85,12.798602,10.126209
8.11,12.798607,-34.060815
8.44,12.798732,-71.596146
11.39,12.799065,9.751397
8.1,12.799267,8.516835
11.38,12.799624,22.941383
7.25,12.799822,70.946443
7.2,12.799825,24.095583
9.11,12.799996,12.627462
8.67,12.800031,-9.167437
6.91,12.800111,18.836809
9.42,12.800583,-18.08851
8.76,12.800678,-68.719879
11.4,12.800703,27.763335
8.14,12.800831,27.105815
8.68,12.800835,-68.276155
9.34,12.801104,-10.039676
7.96,12.801116,3.455315
8.22,12.80176,-35.703126
7.99,12.801772,-0.359286
10.59,12.802161,-42.615729
8.74,12.802219,-56.201764
9.9,12.802781,-24.804569
9.39,12.803025,1.767503
8.9,12.802979,-24.806598
9.1,12.803379,-38.702357
10,12.803641,49.925124
6.88,12.803714,52.453163
9.2,12.803984,5.035934
6.47,12.803982,13.553018
7.66,12.804244,30.39614
8.99,12.80432,-10.976611
9.69,12.804364,-33.149237
6.88,12.804577,-44.718768
7.57,12.804639,-67.131213
7.41,12.80495,-32.324726
7.64,12.80496,19.322631
8.57,12.80504,-48.666495
8.88,12.805222,54.46044
8.74,12.805273,-67.131727
7.93,12.805387,9.111631
8.65,12.80596,41.993578
8.62,12.805964,-53.594622
8.02,12.806119,30.767178
8.77,12.806206,-43.332858
8.16,12.806471,20.637065
9.9,12.806646,-50.389918
10.66,12.806692,-33.658079
8.72,12.806962,-12.531543
9.22,12.807111,43.134324
8.71,12.807139,27.783937
5.65,12.807297,-27.597384
10.85,12.807546,40.427418
7.49,12.80784,60.820201
8.32,12.807898,17.579761
8.26,12.808211,36.342714
7.93,12.808974,-15.719473
7.98,12.809062,-52.624348
8.77,12.809472,26.597015
9,12.810272,-14.417165
9.31,12.810544,12.68834
8.65,12.810802,16.938123
8.53,12.810864,-31.409516
5.83,12.810944,60.319822
11.31,12.811001,68.3562
9.67,12.811189,-53.444978
6.25,12.811617,48.466838
8.56,12.811626,72.148277
8.81,12.811933,6.906432
10.18,12.812056,-19.505607
8.88,12.812264,9.190183
9.09,12.812787,17.550782
8.73,12.812904,-45.569199
8.82,12.813086,-43.7154
6.29,12.813075,24.840226
7.87,12.813357,13.32384
9.71,12.813489,-46.158717
8.18,12.813502,-36.582016
8.6,12.813801,14.032623
7.36,12.813745,61.378384
9.81,12.81389,44.154172
8.72,12.814035,41.56967
8.58,12.814284,15.414363
9.16,12.814277,-41.068246
9.54,12.814333,17.734966
7.59,12.814368,-68.425151
7.79,12.814432,-37.041853
7.1,12.814561,12.096372
10.58,12.814721,29.151595
8.61,12.814765,-56.853343
8.45,12.814868,-75.322669
9.64,12.814965,7.549304
5.71,12.815059,14.122584
7.55,12.815344,80.406258
8.52,12.815424,54.248186
8.84,12.815502,-31.204374
8.68,12.815558,42.07723
7.83,12.81557,64.735066
8.86,12.815571,-51.391745
10.96,12.816058,35.938586
8.82,12.816063,-1.504415
8.53,12.816542,19.679876
7.55,12.816841,-9.220328
9.86,12.816875,63.037429
7.97,12.817158,-23.238511
8.18,12.817184,33.780492
7.22,12.817357,-65.593165
10.94,12.817536,66.110181
8.23,12.817754,-43.949201
7.74,12.818016,-69.392384
9.87,12.818158,43.390908
9.07,12.818295,-58.448583
5.92,12.81855,83.417832
7.85,12.81862,-42.63432
9.6,12.818601,7.187796
9.06,12.818664,-61.066741
8.89,12.819202,-5.445043
8.09,12.819456,-39.717139
9.47,12.819491,-3.699376
8.6,12.819577,-20.608287
10.45,12.819626,44.91854
10.8,12.820345,28.463794
7.98,12.820394,-60.662011
5.38,12.820496,83.412901
10.53,12.820843,38.292663
9.19,12.821048,82.429927
8.03,12.821181,35.32046
5.76,12.821516,27.552379
10.31,12.821926,39.045353
8.8,12.821959,59.351946
9.17,12.822656,-11.932371
6.89,12.822904,-40.775233
9.52,12.823185,62.060653
8.97,12.823544,-22.391488
8.01,12.82372,-25.296398
7.56,12.824191,5.172145
8.34,12.824172,-17.145767
10.71,12.824217,35.038927
7.76,12.825191,-71.731465
8.51,12.825375,-66.587778
8.3,12.825508,-45.825781
7.2,12.825572,-80.70235
7.54,12.825695,-34.791152
8.78,12.825763,26.221908
9.97,12.825794,33.514301
8.56,12.825889,42.052773
8.18,12.825927,1.47502
8.04,12.826339,3.818214
7.68,12.826364,9.373239
9.02,12.827034,74.216157
8.5,12.82712,-45.905809
6.5,12.827234,48.74003
9.29,12.827651,17.361287
9.61,12.828404,-2.289303
8.08,12.828432,38.368052
9.29,12.828483,51.536927
7.73,12.82853,-6.880159
9.52,12.828796,29.156076
8.13,12.829119,1.188038
5.55,12.829154,-71.98626
9.25,12.829249,34.242558
6.63,12.829355,-15.88305
6.97,12.82973,-15.078918
8.75,12.82981,18.342889
8.59,12.829956,-53.953462
6.87,12.830175,26.431317
9.92,12.830405,-21.945191
8.47,12.830546,21.64083
12.67,12.830553,-38.513248
6.93,12.830984,-50.323852
9.18,12.831279,10.995741
8.68,12.831358,39.845068
7.99,12.831827,-49.868985
8.83,12.831837,-34.306741
7.6,12.832073,-64.613718
8.82,12.832172,-27.757507
9.96,12.832335,23.830698
10.04,12.83236,71.19425
10.11,12.833021,47.130803
9.77,12.833109,-55.540153
8.68,12.833396,70.39088
7.18,12.833541,54.755959
8.25,12.833816,-7.197477
8.34,12.834034,0.665562
8.5,12.834743,42.217969
9.65,12.834768,60.42984
6.99,12.834764,-7.632203
10.45,12.835005,19.871048
9.53,12.835369,39.893362
8.42,12.835428,-25.841728
7.54,12.836282,-37.481387
5.87,12.836321,37.516937
10.66,12.836371,-55.48733
8.19,12.836374,-20.365743
8.91,12.836482,77.490137
9.25,12.836463,-44.003124
6.73,12.836614,-60.400528
10.66,12.836739,-17.381927
9.39,12.836839,36.870282
9.52,12.837107,-46.173497
10.3,12.837136,20.278361
6.61,12.837232,-62.641296
9.32,12.837263,17.650527
6.43,12.838136,22.863408
8.31,12.838334,35.725772
6.26,12.83875,-48.459543
7.96,12.8388,-33.610132
8.91,12.838814,-49.8636
7.8,12.838844,-58.05401
8.49,12.838907,-24.217808
7.61,12.838953,-30.577103
7.32,12.839035,6.227154
9.23,12.839539,-88.121035
8.94,12.839874,9.829197
8.88,12.839964,-1.825045
7.96,12.840447,-47.22232
9.95,12.840945,-49.546357
8.82,12.841259,59.057779
7.31,12.84128,-13.034672
8.65,12.841479,-26.658765
8.45,12.842136,-41.696438
8.2,12.842243,-71.622924
8.59,12.842544,12.560491
10.27,12.842564,-47.515366
12.24,12.84259,-53.609731
8.44,12.842849,-53.607575
9.16,12.842905,-10.571688
9.36,12.843298,-68.091313
8.17,12.843747,46.066944
9.52,12.843915,-53.435662
7.08,12.844094,-58.166282
8.35,12.844298,-51.91277
8.67,12.844419,-68.129499
4.9,12.844769,-33.999302
7.52,12.844854,-27.850004
9.84,12.844956,12.686883
9.2,12.844963,20.534745
8.49,12.845435,-0.768132
10.5,12.845534,-51.509565
8.96,12.845564,-3.707102
9.54,12.84605,22.212478
8.51,12.846242,-28.319918
9.23,12.846381,-35.63439
10.22,12.846522,-5.047198
10.76,12.846889,7.965746
7.39,12.846986,62.986148
9.69,12.846973,50.801826
8.29,12.847112,8.099107
8.45,12.847495,3.512792
8.78,12.848333,-57.721588
9.61,12.848428,41.259129
8.64,12.848686,-6.061029
9.66,12.848908,6.26581
5.7,12.849413,-52.787424
9.13,12.849548,3.598322
11.08,12.849561,23.747258
7.89,12.849883,31.47612
9.52,12.850046,10.085092
8.19,12.85084,-44.016293
8.76,12.850938,32.746989
9.34,12.851356,37.38711
8.13,12.851529,-55.408893
9.24,12.851594,5.553217
8.03,12.85177,-29.177383
7.96,12.852331,69.294222
9.23,12.852467,-11.267007
10.57,12.852599,13.687711
8.73,12.852661,-50.088463
8.78,12.852701,17.040071
9.39,12.853237,48.278282
8.47,12.853296,-37.512094
7.24,12.853325,-69.645207
9.78,12.853373,-46.865034
7.22,12.853358,19.161387
8.96,12.853572,-64.920756
8.53,12.85394,-46.870583
9.17,12.854013,-6.944976
8.43,12.854334,-50.266959
9.36,12.854569,-4.681742
9.55,12.854608,-52.733196
9.16,12.85472,-30.473776
5.71,12.854994,-60.329789
9.69,12.855065,-2.90011
7.69,12.855101,49.269085
11.06,12.855143,-17.587073
8.71,12.855172,1.085365
11.28,12.855252,67.296191
7.65,12.85544,57.731646
9.11,12.855516,28.857505
8.82,12.855543,-11.845139
7.66,12.855625,8.210447
9.57,12.856132,-48.626584
6.48,12.856369,-10.338219
9.44,12.856404,-48.102538
8.86,12.85648,12.372778
8.94,12.856888,14.858904
7.97,12.857,-13.491159
8.32,12.857042,42.472671
10.85,12.857355,-45.287811
7.91,12.857468,57.373425
10.6,12.857587,11.648207
9.3,12.857693,27.233785
9.7,12.859279,-42.343111
9.65,12.8595,52.505071
11.34,12.859603,59.840545
7.38,12.859965,-58.484577
6.02,12.860247,3.056788
9.09,12.860671,25.508831
9.06,12.860867,0.49614
8.47,12.861084,16.759924
8.32,12.861207,-6.133107
10.28,12.861234,38.368545
4.93,12.861645,27.540712
8.88,12.861864,44.02333
8.95,12.861919,-32.045187
8.61,12.862335,-33.3459
7.22,12.862427,-31.083683
9.68,12.862442,-15.692323
8.14,12.862656,19.228834
9.54,12.862727,-41.307586
8.41,12.863051,58.740005
10.51,12.863119,22.5443
6.97,12.864055,-31.201919
9.27,12.864099,-52.128691
9.95,12.864203,-50.57924
7.83,12.864448,0.084984
8.72,12.864482,17.915244
11.27,12.865015,26.785785
7.55,12.865011,25.674835
8.58,12.865108,-18.943962
7.75,12.865109,19.168112
8.18,12.865125,58.663429
7.29,12.865224,19.172212
7.79,12.865394,7.904508
6.98,12.865777,-35.082415
5.99,12.865815,-39.680431
9.25,12.866009,-39.245765
6.14,12.866084,-26.738275
8.1,12.866302,40.241528
8.56,12.866353,-24.707168
9,12.867033,31.774468
8.43,12.867093,20.169765
7.65,12.867136,-73.921173
9.91,12.867272,25.456624
9.17,12.867792,-8.523594
8.25,12.867898,-28.730301
8.87,12.868087,-50.364038
8.8,12.86816,28.129303
6.31,12.868179,-48.094286
8.32,12.868739,-26.461496
9.05,12.868951,-68.900327
8.65,12.869033,42.653645
7.95,12.869311,-51.944512
9.37,12.869874,-38.994807
9.04,12.86988,-54.863288
8.87,12.869893,25.373492
7.74,12.870053,-0.929018
6.32,12.870071,17.073943
8.48,12.869992,-56.574442
7.95,12.870172,-6.090195
8.71,12.870764,-52.709568
9.09,12.870969,48.361898
9.01,12.871193,-35.935896
8.68,12.871257,16.53145
10.74,12.871526,32.555872
8.48,12.871829,46.777774
9.33,12.872109,26.490578
8.68,12.872558,50.281734
7.86,12.872997,-49.598804
6.93,12.873016,17.10839
6.26,12.873499,-53.829931
8.81,12.873543,28.83951
8.39,12.873626,-58.746894
10.18,12.873916,-51.516322
6.29,12.874305,16.122495
10.06,12.874579,49.352681
9.36,12.874839,7.207938
8.89,12.875168,33.836024
7.86,12.875198,-52.667332
11.06,12.875392,7.201127
9.48,12.875455,7.208449
10.24,12.876004,36.01733
8.82,12.87602,43.771007
7.54,12.876104,-23.136218
7.86,12.876129,1.943649
8.51,12.87619,-40.941015
8.61,12.876358,59.877381
9.72,12.876778,-20.926902
8.65,12.876828,66.597768
10.44,12.877265,-61.248574
8.37,12.87799,-28.709129
10.23,12.879027,-52.269308
8.5,12.879089,-41.184523
8.67,12.879307,-8.708898
7.99,12.879705,-39.312194
9.6,12.879942,51.202377
9.46,12.880168,33.737573
7.92,12.880574,71.571523
8.74,12.881159,2.11698
9.43,12.881454,77.689527
9.11,12.882724,-7.125741
7.92,12.882821,15.031518
7.55,12.883001,-14.620635
8.9,12.88333,47.658895
9.26,12.883712,45.842544
